id_payment,id_order,metode_bayar,amount
1176,1176,Card,16300
1177,1177,Cash,26300
1178,1178,Card,26800
1179,1179,Cash,18100
1180,1180,Card,21000
1181,1181,Card,11700
1182,1182,Cash,10300
1183,1183,Cash,12200
1184,1184,E-Wallet,21700
1185,1185,Cash,26700
1186,1186,Cash,16200
1187,1187,E-Wallet,26600
1188,1188,E-Wallet,30500
1189,1189,E-Wallet,13200
1190,1190,Cash,15100
1191,1191,Cash,33800
1192,1192,Card,23600
1193,1193,Cash,12600
1194,1194,Cash,27400
1195,1195,Card,9700
1196,1196,Card,14700
1197,1197,Card,29100
1198,1198,E-Wallet,15500
1199,1199,E-Wallet,14400
1200,1200,E-Wallet,12200
1201,1201,Cash,14900
1202,1202,E-Wallet,9600
1203,1203,Cash,27500
1204,1204,Cash,12500
1205,1205,E-Wallet,14600
1206,1206,Cash,33000
1207,1207,Card,29800
1208,1208,E-Wallet,31100
1209,1209,E-Wallet,31700
1210,1210,Card,19200
1211,1211,Card,26000
1212,1212,Cash,15700
1213,1213,Cash,18400
1214,1214,Card,17200
1215,1215,Card,12900
1216,1216,Cash,9800
1217,1217,E-Wallet,34500
1218,1218,Cash,23000
1219,1219,E-Wallet,26200
1220,1220,Card,17400
1221,1221,Card,15600
1222,1222,E-Wallet,8700
1223,1223,Card,29700
1224,1224,Cash,7700
1225,1225,Cash,8000
1226,1226,E-Wallet,25000
1227,1227,E-Wallet,19300
1228,1228,Card,12400
1229,1229,Cash,32100
1230,1230,Card,21500
1231,1231,Card,10600
1232,1232,E-Wallet,18500
1233,1233,Cash,12400
1234,1234,Cash,24700
1235,1235,Cash,26500
1236,1236,Cash,24800
1237,1237,Cash,12400
1238,1238,E-Wallet,24400
1239,1239,E-Wallet,29200
1240,1240,Card,23500
1241,1241,E-Wallet,29400
1242,1242,Card,12400
1243,1243,Card,10800
1244,1244,E-Wallet,10900
1245,1245,Cash,15500
1246,1246,Card,31900
1247,1247,Cash,31000
1248,1248,E-Wallet,27500
1249,1249,Cash,19500
1250,1250,Cash,34300
1251,1251,Cash,33500
1252,1252,Card,8300
1253,1253,Card,14900
1254,1254,Cash,26800
1255,1255,Cash,23300
1256,1256,Card,19000
1257,1257,Card,8100
1258,1258,Card,10400
1259,1259,Card,23600
1260,1260,Card,35000
1261,1261,E-Wallet,34100
1262,1262,Card,27900
1263,1263,Cash,8600
1264,1264,E-Wallet,20500
1265,1265,Cash,11900
1266,1266,Cash,15600
1267,1267,Card,31300
1268,1268,E-Wallet,34000
1269,1269,Card,10500
1270,1270,E-Wallet,31200
1271,1271,E-Wallet,32800
1272,1272,E-Wallet,15700
1273,1273,Cash,14700
1274,1274,E-Wallet,12100
1275,1275,E-Wallet,30800
1276,1276,E-Wallet,16900
1277,1277,Cash,16800
1278,1278,Card,23700
1279,1279,E-Wallet,14600
1280,1280,Cash,20600
1281,1281,E-Wallet,11200
1282,1282,Card,22900
1283,1283,Cash,30800
1284,1284,E-Wallet,20700
1285,1285,Cash,16000
1286,1286,Card,10400
1287,1287,Cash,24200
1288,1288,Card,13600
1289,1289,Card,8900
1290,1290,Card,30500
1291,1291,Cash,32300
1292,1292,Card,25800
1293,1293,Cash,14500
1294,1294,Card,13800
1295,1295,Cash,22600
1296,1296,Cash,16500
1297,1297,Cash,8500
1298,1298,Cash,24600
1299,1299,Cash,28000
1300,1300,Card,18000
1301,1301,Card,29600
1302,1302,E-Wallet,8300
1303,1303,Card,27500
1304,1304,Cash,9600
1305,1305,Cash,32100
1306,1306,Cash,22200
1307,1307,Card,11000
1308,1308,E-Wallet,24700
1309,1309,E-Wallet,8100
1310,1310,Cash,27200
1311,1311,Card,24300
1312,1312,E-Wallet,26900
1313,1313,Cash,28900
1314,1314,Card,8300
1315,1315,E-Wallet,28800
1316,1316,Cash,24300
1317,1317,Cash,8700
1318,1318,Card,32700
1319,1319,E-Wallet,8400
1320,1320,Cash,32600
1321,1321,Card,30500
1322,1322,Card,29800
1323,1323,Card,17800
1324,1324,Card,9300
1325,1325,Cash,29900
1326,1326,E-Wallet,27200
1327,1327,E-Wallet,32500
1328,1328,Cash,27100
1329,1329,Cash,24400
1330,1330,E-Wallet,12600
1331,1331,E-Wallet,11200
1332,1332,E-Wallet,20900
1333,1333,Card,12700
1334,1334,Cash,28300
1335,1335,Cash,28700
1336,1336,Card,25300
1337,1337,Card,15100
1338,1338,E-Wallet,10800
1339,1339,E-Wallet,29600
1340,1340,Cash,19200
1341,1341,Card,14100
1342,1342,Card,24300
1343,1343,Cash,12000
1344,1344,Cash,12900
1345,1345,E-Wallet,34100
1346,1346,E-Wallet,16000
1347,1347,Card,12700
1348,1348,Card,23500
1349,1349,Card,32300
1350,1350,Cash,13200
1351,1351,Cash,25500
1352,1352,Cash,19600
1353,1353,Card,13700
1354,1354,Card,17900
1355,1355,Card,30700
1356,1356,Card,32900
1357,1357,E-Wallet,8900
1358,1358,E-Wallet,21900
1359,1359,Cash,29500
1360,1360,Cash,14200
1361,1361,E-Wallet,7600
1362,1362,Cash,27100
1363,1363,E-Wallet,13100
1364,1364,Card,21100
1365,1365,Cash,21400
1366,1366,Card,27200
1367,1367,Cash,26800
1368,1368,E-Wallet,30300
1369,1369,Cash,24800
1370,1370,Card,13200
1371,1371,E-Wallet,28400
1372,1372,Cash,17100
1373,1373,Cash,15600
1374,1374,Card,15300
1375,1375,Card,24500
1376,1376,Card,25800
1377,1377,Cash,21600
1378,1378,E-Wallet,32200
1379,1379,Cash,29400
1380,1380,Cash,15200
1381,1381,Cash,21700
1382,1382,E-Wallet,28800
1383,1383,Cash,13800
1384,1384,E-Wallet,11800
1385,1385,E-Wallet,30100
1386,1386,Cash,27900
1387,1387,E-Wallet,12100
1388,1388,E-Wallet,16900
1389,1389,Cash,30600
1390,1390,E-Wallet,11200
1391,1391,E-Wallet,15000
1392,1392,E-Wallet,11400
1393,1393,Cash,30900
1394,1394,Cash,13400
1395,1395,Cash,32900
1396,1396,Cash,15800
1397,1397,E-Wallet,18400
1398,1398,Card,17300
1399,1399,Card,18300
1400,1400,Cash,20300
1401,1401,Card,22300
1402,1402,Cash,35200
1403,1403,E-Wallet,21300
1404,1404,Cash,26500
1405,1405,Card,8400
1406,1406,Card,19300
1407,1407,Cash,27200
1408,1408,Cash,10700
1409,1409,Card,19900
1410,1410,Cash,10600
1411,1411,Cash,10900
1412,1412,Card,31300
1413,1413,Card,29600
1414,1414,Card,29400
1415,1415,Card,30600
1416,1416,Cash,24000
1417,1417,E-Wallet,33800
1418,1418,Cash,11600
1419,1419,Card,27200
1420,1420,Card,33400
1421,1421,Card,28300
1422,1422,Card,22500
1423,1423,Cash,28600
1424,1424,Card,24900
1425,1425,Cash,25300
1426,1426,Cash,28900
1427,1427,Cash,21700
1428,1428,E-Wallet,26700
1429,1429,Cash,26000
1430,1430,E-Wallet,8500
1431,1431,E-Wallet,25300
1432,1432,E-Wallet,13300
1433,1433,Card,8700
1434,1434,Cash,14100
1435,1435,E-Wallet,25100
1436,1436,Cash,23600
1437,1437,Cash,10200
1438,1438,Cash,30000
1439,1439,E-Wallet,12200
1440,1440,Card,33600
1441,1441,E-Wallet,31400
1442,1442,Card,11200
1443,1443,Cash,30200
1444,1444,Card,21600
1445,1445,Card,23600
1446,1446,E-Wallet,18900
1447,1447,Card,9300
1448,1448,E-Wallet,16000
1449,1449,E-Wallet,31200
1450,1450,Cash,10300
1451,1451,E-Wallet,18200
1452,1452,E-Wallet,19600
1453,1453,Cash,25700
1454,1454,Card,21300
1455,1455,Cash,18900
1456,1456,Card,30300
1457,1457,E-Wallet,20500
1458,1458,E-Wallet,9600
1459,1459,Cash,15900
1460,1460,Cash,20000
1461,1461,Card,8400
1462,1462,Cash,17100
1463,1463,Card,11200
1464,1464,Card,16400
1465,1465,E-Wallet,14000
1466,1466,Card,25700
1467,1467,Card,25300
1468,1468,Card,22800
1469,1469,E-Wallet,20600
1470,1470,E-Wallet,20500
1471,1471,Card,28500
1472,1472,Card,22800
1473,1473,Cash,22500
1474,1474,E-Wallet,8100
1475,1475,E-Wallet,23600
1476,1476,Card,9200
1477,1477,Cash,18900
1478,1478,Card,34400
1479,1479,Cash,27000
1480,1480,Card,34600
1481,1481,Card,11600
1482,1482,Cash,27600
1483,1483,Cash,9600
1484,1484,E-Wallet,26700
1485,1485,Card,29600
1486,1486,Card,11900
1487,1487,Card,20000
1488,1488,Cash,16400
1489,1489,Cash,21200
1490,1490,Card,32800
1491,1491,Card,23400
1492,1492,Cash,17300
1493,1493,Cash,23700
1494,1494,E-Wallet,8700
1495,1495,Card,8600
1496,1496,Card,15000
1497,1497,Card,11300
1498,1498,Card,9700
1499,1499,E-Wallet,11500
1500,1500,Card,9400
1501,1501,Card,14100
1502,1502,Card,15000
1503,1503,E-Wallet,12600
1504,1504,Card,17900
1505,1505,Cash,29800
1506,1506,E-Wallet,26100
1507,1507,Cash,8300
1508,1508,E-Wallet,8700
1509,1509,Cash,20100
1510,1510,Cash,25500
1511,1511,Card,32100
1512,1512,Card,9200
1513,1513,Card,21300
1514,1514,Card,25400
1515,1515,E-Wallet,17800
1516,1516,Cash,27000
1517,1517,Card,24500
1518,1518,Card,29300
1519,1519,E-Wallet,21300
1520,1520,E-Wallet,29600
1521,1521,Card,21200
1522,1522,E-Wallet,14500
1523,1523,Card,25400
1524,1524,E-Wallet,13500
1525,1525,Card,28400
1526,1526,Cash,8300
1527,1527,Card,10300
1528,1528,Cash,15200
1529,1529,Card,22400
1530,1530,Cash,11100
1531,1531,Card,10300
1532,1532,Card,27100
1533,1533,Cash,28900
1534,1534,E-Wallet,11400
1535,1535,E-Wallet,32500
1536,1536,Cash,28800
1537,1537,Card,23400
1538,1538,E-Wallet,18700
1539,1539,E-Wallet,34400
1540,1540,E-Wallet,32200
1541,1541,E-Wallet,34100
1542,1542,E-Wallet,28500
1543,1543,E-Wallet,30000
1544,1544,Card,8600
1545,1545,E-Wallet,24000
1546,1546,Card,12800
1547,1547,Cash,13100
1548,1548,Cash,15100
1549,1549,E-Wallet,19200
1550,1550,Cash,10100
1551,1551,Cash,30100
1552,1552,Card,29300
1553,1553,Card,32100
1554,1554,E-Wallet,25500
1555,1555,E-Wallet,20100
1556,1556,Cash,25900
1557,1557,Card,16800
1558,1558,Cash,11700
1559,1559,E-Wallet,12500
1560,1560,Card,14900
1561,1561,Card,31100
1562,1562,Cash,30600
1563,1563,Card,35000
1564,1564,E-Wallet,17800
1565,1565,E-Wallet,33900
1566,1566,Card,23200
1567,1567,Cash,23200
1568,1568,Card,24700
1569,1569,Cash,33800
1570,1570,Cash,8300
1571,1571,Card,27800
1572,1572,Card,13200
1573,1573,Cash,32700
1574,1574,E-Wallet,31800
1575,1575,E-Wallet,17100
1576,1576,Cash,28600
1577,1577,Cash,18000
1578,1578,E-Wallet,12400
1579,1579,E-Wallet,30800
1580,1580,E-Wallet,26300
1581,1581,Cash,14000
1582,1582,Cash,19600
1583,1583,Card,24300
1584,1584,Cash,10900
1585,1585,Cash,10000
1586,1586,E-Wallet,8300
1587,1587,Cash,15500
1588,1588,Cash,33100
1589,1589,Card,9900
1590,1590,E-Wallet,10300
1591,1591,Cash,34100
1592,1592,E-Wallet,17200
1593,1593,Cash,28400
1594,1594,E-Wallet,22100
1595,1595,Cash,33300
1596,1596,Card,16700
1597,1597,E-Wallet,13700
1598,1598,E-Wallet,28700
1599,1599,Card,10600
1600,1600,Card,14100
1601,1601,E-Wallet,33400
1602,1602,Cash,9300
1603,1603,Cash,16000
1604,1604,Cash,17200
1605,1605,Card,34000
1606,1606,Cash,25200
1607,1607,Card,25600
1608,1608,Cash,29100
1609,1609,E-Wallet,13700
1610,1610,E-Wallet,20400
1611,1611,E-Wallet,21500
1612,1612,Cash,32800
1613,1613,Card,23000
1614,1614,Cash,19200
1615,1615,E-Wallet,18200
1616,1616,E-Wallet,11000
1617,1617,Cash,23300
1618,1618,Card,9400
1619,1619,Cash,10200
1620,1620,Card,11000
1621,1621,Cash,18800
1622,1622,Card,12900
1623,1623,E-Wallet,32300
1624,1624,Cash,19500
1625,1625,Cash,18100
1626,1626,Cash,8800
1627,1627,Cash,29200
1628,1628,E-Wallet,11000
1629,1629,Cash,33400
1630,1630,E-Wallet,23900
1631,1631,Cash,14100
1632,1632,E-Wallet,31200
1633,1633,Cash,11900
1634,1634,Card,32100
1635,1635,Card,18800
1636,1636,E-Wallet,20000
1637,1637,Cash,21600
1638,1638,Card,33400
1639,1639,E-Wallet,27000
1640,1640,Cash,27100
1641,1641,Card,16600
1642,1642,Card,8100
1643,1643,E-Wallet,32000
1644,1644,E-Wallet,20400
1645,1645,Card,33900
1646,1646,Cash,13000
1647,1647,Card,8800
1648,1648,E-Wallet,15100
1649,1649,Card,27500
1650,1650,Cash,32400
1651,1651,Card,14600
1652,1652,Card,7700
1653,1653,Cash,12800
1654,1654,Cash,11600
1655,1655,Cash,28900
1656,1656,Card,32000
1657,1657,Card,8100
1658,1658,Card,22100
1659,1659,E-Wallet,16300
1660,1660,E-Wallet,20000
1661,1661,E-Wallet,10500
1662,1662,E-Wallet,14700
1663,1663,E-Wallet,25000
1664,1664,Card,17700
1665,1665,E-Wallet,15100
1666,1666,Card,22100
1667,1667,Cash,12400
1668,1668,Cash,25300
1669,1669,Cash,19200
1670,1670,Cash,11900
1671,1671,E-Wallet,28300
1672,1672,E-Wallet,10600
1673,1673,E-Wallet,30100
1674,1674,Cash,17500
1675,1675,Card,34700
1676,1676,E-Wallet,9500
1677,1677,Card,35300
1678,1678,Cash,28200
1679,1679,Card,26700
1680,1680,Card,34200
1681,1681,E-Wallet,25400
1682,1682,Card,31500
1683,1683,Cash,19800
1684,1684,Cash,34100
1685,1685,Cash,13800
1686,1686,E-Wallet,16700
1687,1687,Cash,8800
1688,1688,E-Wallet,15500
1689,1689,Cash,31500
1690,1690,E-Wallet,9900
1691,1691,E-Wallet,8300
1692,1692,Card,25100
1693,1693,Card,12600
1694,1694,Card,23500
1695,1695,E-Wallet,24700
1696,1696,Cash,25400
1697,1697,E-Wallet,16200
1698,1698,E-Wallet,31700
1699,1699,Cash,22300
1700,1700,E-Wallet,13700
1701,1701,E-Wallet,28900
1702,1702,Card,25500
1703,1703,Card,31700
1704,1704,Cash,16600
1705,1705,Card,10500
1706,1706,E-Wallet,10300
1707,1707,E-Wallet,13600
1708,1708,Card,11300
1709,1709,Card,17400
1710,1710,Card,20000
1711,1711,E-Wallet,27200
1712,1712,Card,9100
1713,1713,E-Wallet,23200
1714,1714,Card,20500
1715,1715,E-Wallet,14600
1716,1716,Cash,23000
1717,1717,Card,22600
1718,1718,E-Wallet,12700
1719,1719,Card,23100
1720,1720,Cash,23300
1721,1721,E-Wallet,22200
1722,1722,Cash,8500
1723,1723,Card,29400
1724,1724,Card,20500
1725,1725,Card,30000
1726,1726,Cash,13600
1727,1727,E-Wallet,26400
1728,1728,Card,34000
1729,1729,Card,10900
1730,1730,Card,18600
1731,1731,E-Wallet,29500
1732,1732,Card,15500
1733,1733,Cash,25300
1734,1734,Card,29000
1735,1735,Cash,30400
1736,1736,Cash,16500
1737,1737,Card,16600
1738,1738,Cash,10400
1739,1739,Cash,13000
1740,1740,E-Wallet,19400
1741,1741,Card,15300
1742,1742,E-Wallet,10300
1743,1743,Cash,31200
1744,1744,Card,13300
1745,1745,Card,22200
1746,1746,Cash,33700
1747,1747,Cash,14100
1748,1748,Cash,16900
1749,1749,E-Wallet,33100
1750,1750,E-Wallet,13400
1751,1751,Card,8600
1752,1752,Cash,10100
1753,1753,E-Wallet,12800
1754,1754,Card,14000
1755,1755,Card,11900
1756,1756,Cash,24900
1757,1757,E-Wallet,14700
1758,1758,E-Wallet,23800
1759,1759,Cash,10300
1760,1760,E-Wallet,14800
1761,1761,Card,10700
1762,1762,Cash,26300
1763,1763,Card,14700
1764,1764,Card,29400
1765,1765,Card,13600
1766,1766,E-Wallet,18900
1767,1767,E-Wallet,30300
1768,1768,Card,18200
1769,1769,E-Wallet,24700
1770,1770,Cash,34200
1771,1771,Cash,32800
1772,1772,Cash,22200
1773,1773,E-Wallet,22000
1774,1774,Card,29800
1775,1775,Cash,31000
1776,1776,Cash,21000
1777,1777,Card,9500
1778,1778,Cash,30800
1779,1779,Cash,26000
1780,1780,Cash,13800
1781,1781,E-Wallet,34600
1782,1782,E-Wallet,19500
1783,1783,E-Wallet,34200
1784,1784,Cash,25000
1785,1785,Card,27200
1786,1786,Card,33700
1787,1787,Cash,29200
1788,1788,Card,9600
1789,1789,Cash,25100
1790,1790,Cash,17400
1791,1791,Cash,30200
1792,1792,Card,25100
1793,1793,E-Wallet,17200
1794,1794,Cash,14100
1795,1795,E-Wallet,18000
1796,1796,Cash,24900
1797,1797,Card,33100
1798,1798,E-Wallet,12300
1799,1799,E-Wallet,24600
1800,1800,Cash,17800
1801,1801,Cash,33800
1802,1802,E-Wallet,35000
1803,1803,E-Wallet,33200
1804,1804,E-Wallet,13400
1805,1805,E-Wallet,25800
1806,1806,Cash,24400
1807,1807,Card,14200
1808,1808,Cash,16500
1809,1809,Card,21200
1810,1810,Cash,11300
1811,1811,Cash,30600
1812,1812,Cash,33200
1813,1813,Card,11500
1814,1814,E-Wallet,12100
1815,1815,Card,10600
1816,1816,Card,8700
1817,1817,Card,23800
1818,1818,Card,25100
1819,1819,Card,32200
1820,1820,Cash,20100
1821,1821,E-Wallet,14700
1822,1822,Cash,26000
1823,1823,Cash,11800
1824,1824,Card,33600
1825,1825,E-Wallet,10500
1826,1826,Card,18200
1827,1827,E-Wallet,16600
1828,1828,E-Wallet,17200
1829,1829,Card,30300
1830,1830,Cash,24200
1831,1831,Cash,29200
1832,1832,Card,16400
1833,1833,E-Wallet,29200
1834,1834,Cash,32700
1835,1835,Card,25600
1836,1836,E-Wallet,28200
1837,1837,E-Wallet,9600
1838,1838,E-Wallet,16900
1839,1839,E-Wallet,16400
1840,1840,E-Wallet,18300
1841,1841,Cash,15400
1842,1842,Card,27300
1843,1843,Cash,33000
1844,1844,E-Wallet,25500
1845,1845,Card,22600
1846,1846,Cash,17600
1847,1847,Cash,11500
1848,1848,E-Wallet,19500
1849,1849,Card,28700
1850,1850,Cash,14300
1851,1851,E-Wallet,32200
1852,1852,Cash,19900
1853,1853,Card,26900
1854,1854,Cash,25500
1855,1855,E-Wallet,14900
1856,1856,E-Wallet,21300
1857,1857,E-Wallet,17900
1858,1858,E-Wallet,17600
1859,1859,Card,8500
1860,1860,E-Wallet,14400
1861,1861,Cash,27900
1862,1862,Card,33500
1863,1863,Cash,27000
1864,1864,Card,12800
1865,1865,Card,22600
1866,1866,E-Wallet,22900
1867,1867,Card,18300
1868,1868,Cash,26800
1869,1869,E-Wallet,22100
1870,1870,Card,9300
1871,1871,E-Wallet,16800
1872,1872,Card,25100
1873,1873,Card,12600
1874,1874,E-Wallet,17200
1875,1875,E-Wallet,25600
1876,1876,Card,25600
1877,1877,Card,33000
1878,1878,E-Wallet,10100
1879,1879,Cash,21100
1880,1880,E-Wallet,16200
1881,1881,Card,16800
1882,1882,Cash,24300
1883,1883,Card,20400
1884,1884,Card,21300
1885,1885,Card,27000
1886,1886,Cash,14900
1887,1887,E-Wallet,18900
1888,1888,E-Wallet,8300
1889,1889,E-Wallet,24500
1890,1890,E-Wallet,16000
1891,1891,Card,22800
1892,1892,E-Wallet,11700
1893,1893,Card,10500
1894,1894,Cash,25000
1895,1895,E-Wallet,10700
1896,1896,Cash,33000
1897,1897,E-Wallet,22400
1898,1898,E-Wallet,17400
1899,1899,Cash,25200
1900,1900,E-Wallet,27600
1901,1901,Cash,33400
1902,1902,E-Wallet,23300
1903,1903,Card,8100
1904,1904,Cash,21100
1905,1905,Card,16500
1906,1906,Cash,11000
1907,1907,Cash,21800
1908,1908,Card,31000
1909,1909,Card,14200
1910,1910,Card,11600
1911,1911,Cash,17000
1912,1912,Card,12700
1913,1913,Cash,34100
1914,1914,Card,7600
1915,1915,Cash,15000
1916,1916,Cash,32700
1917,1917,Cash,18100
1918,1918,E-Wallet,33800
1919,1919,Card,25400
1920,1920,Cash,13700
1921,1921,Cash,24500
1922,1922,Card,18200
1923,1923,E-Wallet,10600
1924,1924,Card,10300
1925,1925,Cash,27900
1926,1926,Cash,18400
1927,1927,E-Wallet,18400
1928,1928,Card,33900
1929,1929,Card,24300
1930,1930,Cash,20600
1931,1931,E-Wallet,9900
1932,1932,E-Wallet,35200
1933,1933,Cash,28000
1934,1934,Cash,34300
1935,1935,Card,10500
1936,1936,E-Wallet,29300
1937,1937,Card,14400
1938,1938,E-Wallet,31300
1939,1939,Cash,16500
1940,1940,E-Wallet,22600
1941,1941,Card,25200
1942,1942,Cash,29500
1943,1943,Cash,18900
1944,1944,E-Wallet,9000
1945,1945,Card,12500
1946,1946,Card,13700
1947,1947,Card,22800
1948,1948,Cash,27700
1949,1949,Card,8400
1950,1950,E-Wallet,16100
1951,1951,Cash,18600
1952,1952,Cash,31300
1953,1953,Cash,13600
1954,1954,E-Wallet,27800
1955,1955,Cash,31300
1956,1956,E-Wallet,12300
1957,1957,Cash,25600
1958,1958,Cash,32400
1959,1959,Cash,12500
1960,1960,Card,7700
1961,1961,E-Wallet,8600
1962,1962,E-Wallet,20900
1963,1963,Card,33400
1964,1964,E-Wallet,10700
1965,1965,Card,9300
1966,1966,Cash,14000
1967,1967,Card,30900
1968,1968,Cash,31400
1969,1969,Card,32200
1970,1970,Card,23000
1971,1971,Card,8700
1972,1972,Cash,24200
1973,1973,Card,29400
1974,1974,E-Wallet,9900
1975,1975,Card,15700
1976,1976,E-Wallet,9000
1977,1977,Cash,26600
1978,1978,E-Wallet,20400
1979,1979,Cash,11400
1980,1980,Cash,29000
1981,1981,Card,34300
1982,1982,Card,19700
1983,1983,Card,29900
1984,1984,Card,22300
1985,1985,E-Wallet,31800
1986,1986,E-Wallet,8900
1987,1987,Card,32600
1988,1988,E-Wallet,13500
1989,1989,Card,34200
1990,1990,Card,22400
1991,1991,Card,15200
1992,1992,E-Wallet,8800
1993,1993,Card,30300
1994,1994,Cash,10100
1995,1995,Cash,20100
1996,1996,E-Wallet,32000
1997,1997,Cash,15400
1998,1998,Cash,24400
1999,1999,E-Wallet,20600
2000,2000,Card,11600
2001,2001,Cash,10200
2002,2002,Card,33700
2003,2003,E-Wallet,9600
2004,2004,Card,24900
2005,2005,Cash,29200
2006,2006,Cash,34800
2007,2007,Cash,27200
2008,2008,E-Wallet,35200
2009,2009,Cash,30200
2010,2010,E-Wallet,18600
2011,2011,E-Wallet,9300
2012,2012,Cash,28100
2013,2013,E-Wallet,19900
2014,2014,E-Wallet,16700
2015,2015,Cash,23300
2016,2016,Card,10500
2017,2017,E-Wallet,15100
2018,2018,Card,22700
2019,2019,Card,19000
2020,2020,E-Wallet,31200
2021,2021,E-Wallet,29400
2022,2022,Card,29200
2023,2023,E-Wallet,21300
2024,2024,E-Wallet,33200
2025,2025,Cash,12300
2026,2026,E-Wallet,26000
2027,2027,Cash,29300
2028,2028,E-Wallet,22100
2029,2029,E-Wallet,12700
2030,2030,Card,15600
2031,2031,Cash,27800
2032,2032,Card,18200
2033,2033,Card,23000
2034,2034,Card,9300
2035,2035,E-Wallet,6900
2036,2036,Card,6700
2037,2037,Card,8400
2038,2038,Card,10300
2039,2039,Card,7300
2040,2040,E-Wallet,6700
2041,2041,Cash,8300
2042,2042,Card,8600
2043,2043,E-Wallet,7600
2044,2044,Card,10900
2045,2045,E-Wallet,7300
2046,2046,E-Wallet,9300
2047,2047,Card,6800
2048,2048,Cash,10600
2049,2049,Cash,7300
2050,2050,Card,9900
2051,2051,Card,6600
2052,2052,Cash,10400
2053,2053,Card,7400
2054,2054,Card,10500
2055,2055,Card,9100
2056,2056,Card,8500
2057,2057,Card,7300
2058,2058,E-Wallet,9200
2059,2059,Card,10000
2060,2060,E-Wallet,8700
2061,2061,E-Wallet,10000
2062,2062,Card,7700
2063,2063,E-Wallet,7500
2064,2064,Card,8700
2065,2065,E-Wallet,7000
2066,2066,Cash,9200
2067,2067,Cash,10200
2068,2068,E-Wallet,9900
2069,2069,Cash,9700
2070,2070,Card,9200
2071,2071,E-Wallet,8900
2072,2072,E-Wallet,10000
2073,2073,E-Wallet,6600
2074,2074,E-Wallet,8800
2075,2075,Card,9700
2076,2076,Cash,11100
2077,2077,E-Wallet,9600
2078,2078,E-Wallet,10000
2079,2079,Card,8400
2080,2080,Cash,8800
2081,2081,E-Wallet,8000
2082,2082,Card,7200
2083,2083,Cash,9800
2084,2084,E-Wallet,9800
2085,2085,Card,10200
2086,2086,E-Wallet,8300
2087,2087,Card,10800
2088,2088,Cash,7100
2089,2089,Cash,10100
2090,2090,Cash,8200
2091,2091,E-Wallet,7700
2092,2092,Cash,9100
2093,2093,Cash,9000
2094,2094,Cash,10800
2095,2095,Card,7800
2096,2096,Card,11200
2097,2097,Cash,10700
2098,2098,Card,11300
2099,2099,Card,7200
2100,2100,E-Wallet,9400
2101,2101,Cash,9200
2102,2102,Cash,7300
2103,2103,E-Wallet,7600
2104,2104,Card,6900
2105,2105,Cash,10900
2106,2106,Card,8300
2107,2107,E-Wallet,24600
2108,2108,E-Wallet,11900
2109,2109,Cash,14200
2110,2110,Card,32800
2111,2111,Card,30000
2112,2112,Card,17400
2113,2113,Cash,15900
2114,2114,E-Wallet,19300
2115,2115,Card,18400
2116,2116,Card,18600
2117,2117,Cash,29500
2118,2118,Cash,33800
2119,2119,Cash,13800
2120,2120,Card,9700
2121,2121,Cash,24700
2122,2122,Cash,28400
2123,2123,Card,19100
2124,2124,Cash,10200
2125,2125,E-Wallet,19600
2126,2126,E-Wallet,9700
2127,2127,Cash,34300
2128,2128,Cash,25200
2129,2129,Cash,14700
2130,2130,Card,28800
2131,2131,Card,26400
2132,2132,Card,23300
2133,2133,Cash,12300
2134,2134,Card,20100
2135,2135,Cash,23700
2136,2136,Cash,12400
2137,2137,Cash,32700
2138,2138,Card,20000
2139,2139,Cash,26600
2140,2140,Card,29900
2141,2141,Cash,30900
2142,2142,Cash,23700
2143,2143,Card,23700
2144,2144,Cash,32900
2145,2145,E-Wallet,34300
2146,2146,Cash,16400
2147,2147,E-Wallet,28700
2148,2148,Cash,13900
2149,2149,E-Wallet,32700
2150,2150,Card,21800
2151,2151,Cash,32100
2152,2152,Cash,10700
2153,2153,Card,28700
2154,2154,E-Wallet,20700
2155,2155,E-Wallet,29800
2156,2156,E-Wallet,26100
2157,2157,Cash,18100
2158,2158,Card,16800
2159,2159,Card,22900
2160,2160,Card,24100
2161,2161,Card,18700
2162,2162,E-Wallet,32900
2163,2163,E-Wallet,20900
2164,2164,Card,30700
2165,2165,Card,9300
2166,2166,E-Wallet,25800
2167,2167,Cash,20800
2168,2168,Cash,13100
2169,2169,Card,8700
2170,2170,Card,28700
2171,2171,Card,19500
2172,2172,Cash,28500
2173,2173,Card,19400
2174,2174,Card,11000
2175,2175,E-Wallet,15400
2176,2176,Card,31900
2177,2177,E-Wallet,28600
2178,2178,Cash,28900
2179,2179,Cash,18800
2180,2180,Cash,18300
2181,2181,Cash,33600
2182,2182,Cash,13700
2183,2183,Card,27600
2184,2184,Card,24800
2185,2185,Cash,25900
2186,2186,E-Wallet,23800
2187,2187,Card,31500
2188,2188,Cash,25900
2189,2189,E-Wallet,12500
2190,2190,Cash,34400
2191,2191,Card,26400
2192,2192,Card,20600
2193,2193,E-Wallet,14800
2194,2194,Cash,18900
2195,2195,E-Wallet,26800
2196,2196,Card,31800
2197,2197,Card,19000
2198,2198,Cash,11200
2199,2199,Card,29400
2200,2200,E-Wallet,14200
2201,2201,Cash,33200
2202,2202,E-Wallet,9600
2203,2203,E-Wallet,32500
2204,2204,Cash,16800
2205,2205,Cash,23400
2206,2206,E-Wallet,22900
