id_order,id_driver,id_customer,tanggal,jarak_km,durasi_menit,tarif
1248,23,80.0,2023-08-14,7.6,20,27500
1249,23,132.0,2023-08-27,4.96,15,19500
1250,23,29.0,2023-10-09,9.64,35,34300
1251,23,126.0,2023-11-08,9.59,21,33500
1252,23,4.0,2023-03-07,1.07,4,8300
1253,23,154.0,2023-09-20,3.31,11,14900
1254,23,23.0,2023-11-11,7.37,30,26800
1255,23,,2023-04-08,5.97,24,23300
1256,23,175.0,2023-10-21,4.76,12,18700
1257,23,147.0,2023-09-24,1.08,3,8100
1258,23,102.0,2023-06-09,1.77,8,10400
1259,23,167.0,2023-01-25,6.3,25,23600
1260,23,148.0,2023-03-28,9.85,43,35000
1261,24,51.0,2023-07-12,9.69,34,34100
1262,24,43.0,2023-02-14,7.71,20,27900
1263,24,177.0,2023-10-12,1.3,5,8600
1264,24,179.0,2023-10-05,5.15,14,20500
1265,24,157.0,2023-01-16,2.4,6,11900
1266,24,123.0,2023-08-14,3.4,9,15600
1267,24,91.0,2023-07-18,8.65,31,31300
1268,24,184.0,2023-01-28,9.54,40,33600
1269,24,81.0,2023-12-13,1.98,6,10500
1270,24,147.0,2023-12-24,8.91,23,31200
1271,24,181.0,2023-11-03,9.36,30,32800
1272,24,11.0,2023-10-11,3.67,8,15500
1273,24,159.0,2023-03-21,3.3,10,14700
1274,24,169.0,2023-09-02,2.22,10,12100
1275,24,,2023-11-28,8.5,22,30800
1276,24,141.0,2023-03-25,4.02,10,16900
1277,24,50.0,2023-01-12,3.96,14,16800
1278,24,92.0,2023-08-06,6.1,17,23700
1279,24,198.0,2023-05-24,3.09,11,14600
1280,24,133.0,2023-04-09,5.28,16,20300
1281,24,41.0,2023-08-04,1.95,6,11200
1282,24,,2023-03-22,6.05,30,22900
1283,24,46.0,2023-03-31,8.67,38,30800
1284,24,133.0,2023-08-31,5.39,20,20700
1285,24,10.0,2023-08-12,3.61,15,16000
1286,24,68.0,2023-05-11,1.88,8,10400
1287,24,170.0,2023-10-24,6.25,17,24200
1288,25,184.0,2023-03-14,2.83,9,13600
1289,25,42.0,2023-03-10,1.16,2,8900
1290,25,145.0,2023-09-13,8.55,18,30500
1291,25,113.0,2023-07-18,9.0,28,32100
1292,25,110.0,2023-08-16,6.86,30,25800
1293,25,74.0,2023-02-24,3.2,6,14500
1294,25,74.0,2023-08-01,2.85,9,13400
1295,25,86.0,2023-06-14,5.83,25,22600
1296,25,,2023-05-17,3.98,10,16500
1297,25,99.0,2023-04-16,1.31,5,8500
1298,25,183.0,2023-12-18,6.5,22,24600
1299,25,189.0,2023-06-15,7.82,22,28000
1300,25,140.0,2023-02-25,4.53,16,18000
1301,25,193.0,2023-03-28,7.98,23,29300
1302,25,24.0,2023-11-18,1.05,5,8300
1303,25,13.0,2023-07-10,7.54,21,27500
1304,25,72.0,2023-07-21,1.46,5,9600
1305,25,75.0,2023-05-30,9.13,37,32100
1306,25,157.0,2023-02-11,5.82,26,22200
1307,25,45.0,2023-02-26,2.14,6,11000
1308,25,183.0,2023-04-29,6.45,21,24700
1309,25,170.0,2023-02-22,1.21,4,8100
1310,25,199.0,2023-09-07,7.27,16,27200
1311,25,118.0,2023-08-31,6.59,17,24300
1312,25,57.0,2023-11-08,7.18,23,26900
1313,25,60.0,2023-06-06,7.8,23,28900
1314,25,58.0,2023-03-24,1.11,4,8300
1315,25,36.0,2023-11-15,8.06,20,28800
1316,25,156.0,2023-06-10,6.31,19,24300
1317,25,108.0,2023-02-23,1.22,4,8700
1318,25,10.0,2023-04-24,9.3,31,32700
1319,25,90.0,2023-05-10,1.15,4,8400
1320,25,183.0,2023-02-02,9.24,19,32600
1321,25,94.0,2023-03-16,8.44,30,30500
1322,25,85.0,2023-08-21,8.21,20,29800
1323,25,108.0,2023-01-07,4.36,17,17800
1324,25,158.0,2023-12-06,1.28,4,9300
1325,25,115.0,2023-07-02,8.43,26,29900
1326,25,107.0,2023-04-19,7.44,17,27200
1327,25,43.0,2023-05-01,9.0,32,32500
1328,25,39.0,2023-09-06,7.36,17,27100
1329,25,62.0,2023-12-18,6.48,19,24400
1330,25,5.0,2023-02-20,2.73,11,12600
1331,25,55.0,2023-12-31,2.06,6,11200
1332,25,,2023-07-05,5.48,15,20900
1333,25,185.0,2023-12-25,2.54,6,12700
1334,25,200.0,2023-10-03,7.67,32,28300
1335,25,50.0,2023-03-18,7.91,34,28400
1336,25,,2023-01-02,6.72,22,25300
1337,25,143.0,2023-07-01,3.24,6,15100
1338,25,26.0,2023-01-12,1.98,6,10800
1339,25,84.0,2023-03-17,8.17,21,29600
1340,25,32.0,2023-03-25,4.63,22,19200
1341,25,14.0,2023-08-20,3.03,7,14100
1342,25,159.0,2023-07-05,6.49,20,24300
1343,25,86.0,2023-03-05,2.26,5,12000
1344,26,33.0,2023-06-22,2.66,10,12900
1345,26,56.0,2023-05-27,9.61,29,34100
1346,26,11.0,2023-06-21,3.61,16,16000
1347,26,42.0,2023-01-20,2.66,11,12700
1348,26,85.0,2023-05-21,6.1,18,23500
1349,26,117.0,2023-11-14,9.1,23,32300
1350,26,57.0,2023-03-31,2.61,8,13200
1351,26,92.0,2023-05-04,6.93,28,25500
1352,26,20.0,2023-01-16,4.91,21,19600
1353,26,78.0,2023-06-28,2.85,10,13500
1354,26,95.0,2023-01-31,4.42,11,17900
1355,26,28.0,2023-06-21,8.52,29,30700
1356,26,174.0,2023-08-11,9.14,23,32800
1357,26,48.0,2023-07-04,1.47,6,8900
1358,26,33.0,2023-07-11,5.73,25,21900
1359,26,172.0,2023-02-04,8.0,35,29500
1360,26,13.0,2023-01-08,2.96,8,14200
1361,26,43.0,2023-06-23,1.05,3,7600
1362,26,126.0,2023-03-30,7.45,29,27100
1363,26,143.0,2023-09-01,2.84,7,13100
1364,26,119.0,2023-07-02,5.54,20,21100
1365,26,14.0,2023-06-16,5.4,14,21400
1366,26,29.0,2023-01-07,7.49,18,27200
1367,26,3.0,2023-10-27,7.11,24,26800
1368,26,72.0,2023-12-30,8.62,30,30300
1369,26,171.0,2023-01-28,6.47,30,24800
1370,26,197.0,2023-08-29,2.78,9,13200
1371,26,143.0,2023-12-10,7.98,23,28400
1372,26,100.0,2023-05-31,4.16,20,17100
1373,26,68.0,2023-09-06,3.44,8,15300
1374,26,50.0,2023-07-07,3.38,15,15300
1375,26,144.0,2023-05-11,6.53,16,24500
1376,26,177.0,2023-09-17,7.11,27,25800
1377,26,129.0,2023-12-25,5.66,16,21600
1378,26,192.0,2023-01-12,9.12,22,32200
1379,26,93.0,2023-12-16,8.06,37,29400
1380,26,167.0,2023-04-28,3.37,13,15000
1381,26,77.0,2023-06-01,5.51,27,21700
1382,26,108.0,2023-12-24,7.91,27,28400
1383,26,170.0,2023-08-25,2.89,9,13800
1384,26,86.0,2023-10-07,2.12,8,11800
1385,26,171.0,2023-12-01,8.37,28,30100
1386,26,48.0,2023-08-21,7.64,35,27900
1387,26,62.0,2023-11-11,2.28,8,12100
1388,26,47.0,2023-05-15,3.92,9,16900
1389,26,24.0,2023-03-09,8.4,38,30600
1390,26,65.0,2023-11-06,1.9,9,11200
1391,26,71.0,2023-04-20,3.41,14,14800
1392,26,200.0,2023-06-13,2.01,5,11400
1393,26,59.0,2023-11-26,8.59,31,30900
1394,26,129.0,2023-10-21,2.73,12,13400
1395,26,16.0,2023-12-12,9.03,35,32500
1396,26,115.0,2023-04-06,3.73,11,15800
1397,26,123.0,2023-03-14,4.63,18,18400
1398,26,152.0,2023-07-23,4.07,12,17300
1399,26,54.0,2023-03-28,4.28,12,18300
1400,26,181.0,2023-12-18,5.25,14,20300
1401,26,152.0,2023-12-16,5.91,23,22300
1402,26,95.0,2023-09-19,9.89,26,34700
1403,26,50.0,2023-06-18,5.62,27,21300
1404,26,43.0,2023-05-30,7.28,35,26500
1405,26,70.0,2023-03-19,1.01,2,8400
1406,26,116.0,2023-02-24,4.63,16,19300
1407,26,14.0,2023-06-03,7.41,25,27200
1408,26,88.0,2023-10-15,2.0,7,10700
1409,26,67.0,2023-02-02,4.83,21,19900
1410,26,86.0,2023-01-20,1.86,7,10600
1411,26,33.0,2023-07-09,1.98,8,10400
1412,26,,2023-11-13,8.62,35,31300
1413,26,105.0,2023-11-09,8.35,25,29600
1414,27,153.0,2023-08-06,7.86,34,29000
1415,27,,2023-03-23,8.71,41,30600
1416,27,19.0,2023-10-14,6.53,16,24000
1417,27,,2023-09-16,9.58,44,33800
1418,27,100.0,2023-06-20,2.19,6,11600
1419,27,166.0,2023-11-01,7.39,19,27200
1420,27,99.0,2023-04-30,9.61,37,33400
1421,27,170.0,2023-07-09,7.65,36,28300
1422,27,71.0,2023-10-23,5.83,15,22500
1423,27,145.0,2023-05-01,7.72,29,28600
1424,27,72.0,2023-07-15,6.68,29,24900
1425,27,108.0,2023-02-03,6.69,16,25300
1426,27,55.0,2023-04-13,8.08,27,28800
1427,27,182.0,2023-11-01,5.27,20,21200
1428,27,133.0,2023-03-17,7.22,32,26700
1429,27,175.0,2023-06-20,6.84,16,26000
1430,27,124.0,2023-06-29,1.11,2,8500
1431,27,15.0,2023-01-29,6.88,21,25300
1432,27,174.0,2023-02-16,2.67,7,13300
1433,27,95.0,2023-12-16,1.29,4,8700
1434,27,38.0,2023-02-13,3.23,11,14100
1435,27,86.0,2023-10-26,6.59,30,25100
1436,27,135.0,2023-02-15,6.3,21,23600
1437,27,28.0,2023-12-23,1.75,8,10200
1438,27,110.0,2023-04-08,8.28,30,30000
1439,27,10.0,2023-04-22,2.53,5,12200
1440,27,171.0,2023-08-08,9.42,30,33600
1441,27,28.0,2023-02-26,8.7,40,31400
1442,27,51.0,2023-11-29,1.96,6,11200
1443,27,138.0,2023-02-15,8.36,24,30200
1444,27,189.0,2023-06-01,5.63,27,21600
1445,27,145.0,2023-10-19,6.33,26,23600
1446,27,182.0,2023-06-09,4.49,18,18700
1447,27,80.0,2023-09-29,1.37,3,9300
1448,27,141.0,2023-05-12,3.53,9,16000
1449,27,193.0,2023-04-29,8.75,37,31200
1450,27,105.0,2023-01-10,1.68,5,10300
1451,27,134.0,2023-03-16,4.42,16,18200
1452,27,105.0,2023-04-21,4.89,18,19600
1453,27,137.0,2023-05-16,6.8,18,25700
1454,27,3.0,2023-02-26,5.4,13,21300
1455,27,108.0,2023-11-20,4.74,17,18900
1456,27,104.0,2023-07-27,8.59,39,30300
1457,27,48.0,2023-09-26,5.33,16,20500
1458,27,22.0,2023-11-05,1.51,5,9600
1459,27,146.0,2023-02-24,3.54,9,15500
1460,27,102.0,2023-03-23,4.98,10,20000
1461,27,63.0,2023-08-01,1.08,2,7900
1462,27,107.0,2023-01-15,3.95,13,17100
1463,27,6.0,2023-03-09,2.11,7,11200
1464,27,112.0,2023-09-24,3.65,14,16400
1465,27,51.0,2023-06-14,2.99,6,14000
1466,27,74.0,2023-11-17,6.84,28,25700
1467,27,127.0,2023-01-02,6.8,33,25300
1468,27,177.0,2023-11-20,5.83,20,22800
1469,27,38.0,2023-02-16,5.26,17,20600
1470,27,71.0,2023-10-25,5.26,23,20500
1471,27,190.0,2023-05-18,7.97,39,28500
1472,27,180.0,2023-12-01,5.88,17,22800
1473,27,196.0,2023-12-07,5.98,23,22500
1474,27,50.0,2023-06-30,1.1,4,8100
1475,27,188.0,2023-11-25,6.12,22,23600
1476,27,96.0,2023-04-01,1.31,3,9200
1477,28,18.0,2023-09-08,4.66,14,18900
1478,28,,2023-03-05,9.7,29,34400
1479,28,103.0,2023-12-11,7.5,19,27000
1480,28,129.0,2023-08-09,9.89,34,34600
1481,28,111.0,2023-06-16,2.2,7,11600
1482,28,75.0,2023-01-14,7.59,22,27300
1483,28,134.0,2023-05-22,1.69,7,9500
1484,28,109.0,2023-09-24,6.95,20,26300
1485,28,9.0,2023-06-07,8.13,19,29600
1486,28,152.0,2023-04-20,2.41,6,11900
1487,28,119.0,2023-08-02,4.84,15,20000
1488,28,181.0,2023-08-12,3.92,10,16400
1489,28,157.0,2023-01-19,5.54,26,21200
1490,28,3.0,2023-08-21,9.34,33,32800
1491,28,167.0,2023-10-02,6.3,28,23400
1492,28,194.0,2023-01-18,4.21,13,17300
1493,28,94.0,2023-09-13,6.38,31,23700
1494,28,197.0,2023-10-15,1.1,3,8700
1495,28,97.0,2023-11-29,1.21,5,8600
1496,28,37.0,2023-08-04,3.46,16,15000
1497,28,135.0,2023-03-19,2.26,8,11300
1498,28,22.0,2023-09-12,1.44,3,9700
1499,28,19.0,2023-02-27,2.2,6,11500
1500,28,138.0,2023-03-09,1.6,7,9300
1501,28,99.0,2023-01-28,2.92,10,14100
1502,28,137.0,2023-03-23,3.26,7,15000
1503,28,114.0,2023-07-31,2.46,5,12600
1504,28,68.0,2023-04-13,4.37,19,17900
1505,28,49.0,2023-10-02,8.4,23,29800
1506,28,170.0,2023-05-31,6.87,26,26100
1507,28,113.0,2023-08-05,1.07,2,8300
1508,28,54.0,2023-06-18,1.18,4,8700
1509,28,14.0,2023-11-30,4.96,15,20100
1510,28,93.0,2023-11-08,6.8,26,25500
1511,28,84.0,2023-11-25,8.88,35,32100
1512,28,58.0,2023-03-25,1.31,6,9200
1513,28,8.0,2023-04-24,5.5,24,21300
1514,28,51.0,2023-03-22,6.64,15,25400
1515,28,169.0,2023-01-16,4.4,18,17800
1516,28,73.0,2023-11-18,7.47,37,27000
1517,28,100.0,2023-04-04,6.56,32,24500
1518,28,167.0,2023-06-07,8.25,17,29300
1519,28,,2023-10-24,5.49,11,21300
1520,28,149.0,2023-11-25,8.3,27,29600
1521,28,86.0,2023-02-22,5.41,25,21200
1522,28,121.0,2023-01-04,3.32,14,14500
1523,28,3.0,2023-07-01,6.86,21,25400
1524,28,140.0,2023-10-13,2.64,10,13200
1525,28,158.0,2023-10-08,7.84,22,28400
1526,28,129.0,2023-08-12,1.17,5,8300
1527,28,177.0,2023-01-16,1.72,5,9800
1528,29,140.0,2023-04-04,3.39,7,15200
1529,29,94.0,2023-08-26,5.9,11,22400
1530,29,164.0,2023-08-14,2.05,9,11100
1531,29,123.0,2023-07-31,1.73,4,10300
1532,29,197.0,2023-01-25,7.47,15,27100
1533,29,60.0,2023-05-24,7.8,18,28900
1534,29,55.0,2023-11-28,2.31,5,11400
1535,29,139.0,2023-12-16,9.12,37,32500
1536,29,185.0,2023-08-19,7.85,23,28800
1537,29,114.0,2023-12-01,6.1,18,23400
1538,29,71.0,2023-01-15,4.46,15,18700
1539,29,6.0,2023-05-01,9.79,48,34400
1540,29,160.0,2023-01-13,8.9,41,32200
1541,29,185.0,2023-06-13,9.85,26,34100
1542,29,83.0,2023-06-04,7.68,21,28500
1543,29,194.0,2023-05-23,8.32,34,29500
1544,29,176.0,2023-03-03,1.07,4,8600
1545,29,,2023-10-04,6.26,12,24000
1546,29,4.0,2023-08-11,2.69,7,12800
1547,29,164.0,2023-11-06,2.68,12,13100
1548,29,58.0,2023-01-12,3.31,13,15100
1549,29,73.0,2023-12-27,4.76,14,19100
1550,29,150.0,2023-05-15,1.85,3,10100
1551,29,175.0,2023-03-11,8.39,35,30100
1552,29,186.0,2023-08-27,8.15,16,29300
1553,29,197.0,2023-06-03,8.98,35,32100
1554,29,101.0,2023-08-13,7.03,19,25500
1555,29,,2023-01-01,5.05,24,20100
1556,29,142.0,2023-07-30,7.14,27,25900
1557,29,49.0,2023-05-07,3.87,9,16800
1558,29,167.0,2023-06-24,2.4,9,11700
1559,29,27.0,2023-07-27,2.64,5,12500
1560,29,133.0,2023-01-09,3.45,13,14900
1561,29,171.0,2023-11-17,8.78,31,31100
1562,29,22.0,2023-01-28,8.4,33,30600
1563,29,171.0,2023-06-05,9.88,35,35000
1564,29,158.0,2023-04-04,4.24,14,17800
1565,29,,2023-11-01,9.67,25,33900
1566,29,171.0,2023-12-19,6.15,12,23200
1567,29,167.0,2023-08-24,6.04,16,22800
1568,29,194.0,2023-12-04,6.56,21,24700
1569,29,20.0,2023-07-22,9.65,44,33800
1570,29,88.0,2023-04-08,1.12,4,8300
1571,29,165.0,2023-10-26,7.66,31,27800
1572,29,183.0,2023-07-13,2.71,9,13200
1573,29,190.0,2023-05-21,9.16,39,32700
1574,29,185.0,2023-03-17,8.78,30,31800
1575,29,142.0,2023-06-02,3.91,18,17100
1576,29,,2023-10-16,7.8,18,28600
1577,29,73.0,2023-01-09,4.31,15,18000
1578,29,94.0,2023-02-13,2.52,7,12400
1579,29,6.0,2023-09-08,8.78,42,30800
1580,29,110.0,2023-04-30,7.13,28,26300
1581,29,78.0,2023-07-07,3.16,13,14000
1582,29,5.0,2023-12-21,4.79,23,19600
1583,29,124.0,2023-11-04,6.28,21,24300
1584,29,195.0,2023-08-09,1.84,7,10900
1585,29,,2023-02-04,1.71,4,10000
1586,30,8.0,2023-11-16,1.16,2,8300
1587,30,,2023-02-20,3.49,12,15500
1588,30,84.0,2023-01-22,9.54,47,33100
1589,30,98.0,2023-08-29,1.78,3,9900
1590,30,84.0,2023-12-17,1.92,5,10300
1591,30,187.0,2023-07-20,9.64,37,34100
1592,30,38.0,2023-02-22,4.23,15,17200
1593,30,47.0,2023-08-06,7.88,35,28400
1594,30,73.0,2023-09-02,5.77,11,22100
1595,30,179.0,2023-05-31,9.28,24,33300
1596,30,14.0,2023-07-08,3.93,17,16700
1597,30,84.0,2023-03-12,2.8,13,13700
1598,30,,2023-03-07,7.83,20,28700
1599,30,4.0,2023-07-21,1.85,6,10600
1600,30,77.0,2023-03-04,3.13,8,14100
1601,30,95.0,2023-06-08,9.31,45,33400
1602,30,69.0,2023-05-19,1.44,7,9300
1603,30,59.0,2023-02-12,3.68,7,16000
1604,30,181.0,2023-09-12,4.11,15,17200
1605,30,158.0,2023-08-20,9.75,35,34000
1606,30,14.0,2023-02-19,6.75,29,25200
1607,30,138.0,2023-05-06,6.9,26,25600
1608,30,153.0,2023-07-09,8.15,37,29100
1609,30,179.0,2023-04-03,2.83,9,13700
1610,30,133.0,2023-09-02,5.21,19,20400
1611,30,55.0,2023-05-23,5.48,24,21500
1612,30,55.0,2023-09-27,9.28,45,32800
1613,30,129.0,2023-11-19,5.96,20,23000
1614,30,67.0,2023-09-10,4.78,19,19200
1615,30,184.0,2023-03-27,4.48,16,18200
1616,30,13.0,2023-04-20,2.18,8,11000
1617,30,157.0,2023-08-18,6.26,18,23300
1618,30,130.0,2023-04-27,1.45,4,9300
1619,30,66.0,2023-08-07,1.77,8,10200
1620,30,12.0,2023-09-18,1.84,8,11000
1621,31,133.0,2023-08-07,4.48,11,18800
1622,31,199.0,2023-07-22,2.77,9,12900
1623,31,62.0,2023-10-09,9.14,36,32300
1624,31,158.0,2023-12-04,4.85,17,19500
1625,31,100.0,2023-01-02,4.53,19,18100
1626,31,95.0,2023-09-13,1.41,3,8700
1627,31,80.0,2023-10-07,7.91,22,29100
1628,31,158.0,2023-05-22,2.02,4,11000
1629,31,9.0,2023-06-25,9.49,42,33400
1630,31,7.0,2023-10-28,6.41,28,23900
1631,31,115.0,2023-10-04,3.23,9,14100
1632,31,153.0,2023-07-23,8.81,44,31200
1633,31,41.0,2023-12-14,2.43,11,11800
1634,31,12.0,2023-04-24,9.11,39,32100
1635,31,7.0,2023-05-01,4.5,13,18800
1636,31,79.0,2023-07-08,5.05,17,20000
1637,31,168.0,2023-06-18,5.43,21,21600
1638,31,50.0,2023-04-27,9.59,41,33400
1639,31,112.0,2023-11-17,7.33,21,27000
1640,31,41.0,2023-10-15,7.35,25,27100
1641,31,196.0,2023-10-11,3.87,14,16600
1642,31,67.0,2023-11-11,1.01,3,8100
1643,31,133.0,2023-03-22,9.11,41,32000
1644,31,97.0,2023-06-01,5.21,24,20100
1645,31,9.0,2023-12-14,9.56,40,33500
1646,31,198.0,2023-11-23,2.66,10,12800
1647,31,20.0,2023-10-01,1.32,4,8800
1648,31,198.0,2023-12-31,3.54,11,15100
1649,31,117.0,2023-01-09,7.51,32,27500
1650,31,74.0,2023-02-10,9.29,46,32300
1651,31,168.0,2023-03-18,3.23,8,14600
1652,31,55.0,2023-10-12,1.05,4,7700
1653,31,37.0,2023-08-27,2.51,8,12800
1654,31,76.0,2023-03-13,2.15,5,11600
1655,31,46.0,2023-05-13,7.9,26,28900
1656,31,182.0,2023-07-20,9.11,38,32000
1657,31,10.0,2023-10-11,1.2,5,8100
1658,31,44.0,2023-10-03,5.73,23,22100
1659,31,116.0,2023-02-05,3.66,16,16300
1660,31,76.0,2023-10-10,5.16,12,20000
1661,31,110.0,2023-10-11,1.75,3,10300
1662,31,60.0,2023-07-20,3.15,11,14200
1663,31,63.0,2023-12-13,6.85,25,25000
1664,31,44.0,2023-02-19,4.35,18,17700
1665,31,55.0,2023-06-26,3.25,16,15100
1666,31,,2023-03-16,5.67,25,22100
1667,31,113.0,2023-01-11,2.47,8,12400
1668,31,157.0,2023-11-25,6.69,19,25300
1669,31,40.0,2023-08-10,4.77,12,19200
1670,31,181.0,2023-08-05,2.49,6,11900
1671,31,,2023-08-07,7.62,32,28300
1672,31,34.0,2023-01-08,1.95,4,10600
1673,31,5.0,2023-12-09,8.25,20,30100
1674,31,78.0,2023-10-27,4.06,8,17500
1675,31,81.0,2023-10-30,9.86,40,34700
1676,31,34.0,2023-03-29,1.69,4,9500
1677,31,88.0,2023-03-28,9.96,32,35300
1678,31,137.0,2023-12-24,7.71,30,28200
1679,31,131.0,2023-05-20,7.11,19,26700
1680,31,83.0,2023-08-15,9.76,43,34200
1681,31,22.0,2023-03-07,6.73,32,25400
1682,31,103.0,2023-09-11,8.68,25,31200
1683,31,164.0,2023-06-25,5.02,18,19800
1684,31,190.0,2023-11-25,9.67,31,34100
1685,31,83.0,2023-08-08,2.98,13,13800
1686,31,72.0,2023-04-16,3.94,13,16700
1687,31,161.0,2023-07-08,1.12,3,8800
1688,31,177.0,2023-03-18,3.21,12,15100
1689,31,133.0,2023-08-14,8.89,31,31500
1690,31,48.0,2023-04-03,1.58,6,9900
1691,32,56.0,2023-11-23,1.11,4,8300
1692,32,9.0,2024-01-01,6.57,30,25100
1693,32,199.0,2023-03-30,2.73,9,12600
1694,32,200.0,2023-10-05,6.12,19,23500
1695,32,,2023-04-30,6.48,13,24700
1696,32,122.0,2023-11-10,6.88,33,25400
1697,32,89.0,2023-05-13,3.83,18,16200
1698,32,120.0,2023-05-16,8.91,42,31700
1699,32,155.0,2023-07-01,5.6,26,22300
1700,32,38.0,2023-02-12,3.04,10,13700
1701,32,88.0,2023-12-31,8.06,24,28900
1702,32,83.0,2023-11-04,6.76,28,25500
1703,32,85.0,2023-05-13,8.89,41,31700
1704,32,79.0,2023-09-17,3.8,9,16600
1705,32,150.0,2023-08-10,2.0,8,10500
1706,32,,2023-06-25,1.73,5,10300
1707,32,19.0,2023-09-18,2.65,9,13400
1708,32,31.0,2023-09-07,2.3,11,11300
1709,32,31.0,2023-01-05,4.06,11,17400
1710,32,10.0,2023-12-18,5.08,11,20000
1711,32,3.0,2023-02-21,7.36,25,27200
1712,32,96.0,2023-01-14,1.3,5,8800
1713,32,35.0,2023-03-31,6.26,17,23200
1714,32,126.0,2023-12-28,5.24,16,20500
1715,32,90.0,2023-12-15,3.28,8,14600
1716,32,31.0,2023-05-20,6.03,14,23000
1717,32,78.0,2023-02-20,5.78,14,22600
1718,32,,2023-09-27,2.71,8,12700
1719,32,63.0,2023-11-06,5.95,12,23100
1720,32,143.0,2023-10-22,5.98,19,23300
1721,32,22.0,2023-11-04,5.68,18,22200
1722,32,21.0,2023-08-27,1.08,5,8500
1723,32,110.0,2023-01-02,8.05,34,29300
1724,32,7.0,2023-08-30,5.18,12,20500
1725,32,21.0,2023-11-28,8.25,21,30000
1726,32,174.0,2023-01-23,2.76,6,13600
1727,32,122.0,2023-12-01,7.01,16,26400
1728,32,33.0,2023-04-15,9.69,27,34000
1729,32,85.0,2023-08-18,1.84,9,10900
1730,32,167.0,2023-07-12,4.49,13,18600
1731,32,159.0,2023-07-01,8.24,24,29500
1732,32,41.0,2023-06-03,3.65,11,15500
1733,32,124.0,2023-10-05,6.94,26,25300
1734,32,76.0,2023-02-22,7.8,21,28500
1735,32,120.0,2023-05-11,8.38,31,30400
1736,32,146.0,2023-03-02,3.84,11,16500
1737,32,117.0,2023-07-13,3.7,14,16600
1738,32,22.0,2023-08-28,1.91,9,10400
1739,32,46.0,2023-10-29,2.56,5,13000
1740,32,49.0,2023-09-19,4.91,14,19400
1741,32,172.0,2023-02-05,3.44,15,15300
1742,32,81.0,2023-06-11,1.73,5,10300
1743,32,14.0,2023-11-15,8.87,22,31200
1744,32,111.0,2023-11-07,2.79,13,13300
1745,32,79.0,2023-10-04,5.76,26,22200
1746,32,96.0,2023-04-03,9.48,34,33700
1747,32,61.0,2023-07-06,3.21,8,14100
1748,32,17.0,2023-02-02,4.1,14,16900
1749,32,134.0,2023-03-11,9.28,23,33100
1750,32,100.0,2023-10-19,2.94,9,13400
1751,32,186.0,2023-08-16,1.1,2,8600
1752,32,198.0,2023-11-18,1.66,4,10100
1753,32,106.0,2023-02-02,2.71,10,12800
1754,32,31.0,2023-09-27,3.04,13,14000
1755,32,85.0,2023-10-27,2.4,6,11900
1756,32,62.0,2023-02-26,6.53,23,24900
1757,32,148.0,2023-01-25,3.25,8,14700
1758,32,118.0,2023-01-12,6.33,22,23800
1759,33,197.0,2023-10-15,1.71,6,10300
1760,33,96.0,2023-11-21,3.1,9,14800
1761,33,189.0,2023-04-13,1.79,6,10700
1762,33,171.0,2023-04-16,7.27,35,26300
1763,33,39.0,2023-06-14,3.33,9,14700
1764,33,22.0,2023-12-23,8.33,40,29400
1765,33,86.0,2023-02-17,2.72,12,13600
1766,33,7.0,2023-10-26,4.78,10,18900
1767,33,168.0,2023-06-28,8.36,25,30300
1768,33,149.0,2023-04-20,4.38,20,18200
1769,33,,2023-01-01,6.69,15,24700
1770,33,63.0,2023-04-21,9.66,40,34200
1771,33,121.0,2023-09-02,9.43,20,32800
1772,33,133.0,2023-03-28,5.55,20,22000
1773,33,173.0,2023-09-07,5.62,28,22000
1774,33,38.0,2023-12-06,8.25,19,29800
1775,33,159.0,2023-08-07,8.64,40,31000
1776,33,46.0,2023-08-01,5.49,25,21000
1777,33,188.0,2023-08-10,1.6,7,9500
1778,33,179.0,2023-01-05,8.46,27,30800
1779,33,173.0,2023-01-10,6.85,25,25800
1780,33,1.0,2023-07-09,2.77,10,13800
1781,33,134.0,2023-01-01,9.93,22,34600
1782,33,101.0,2023-11-17,4.86,14,19500
1783,33,21.0,2023-01-09,9.75,22,34200
1784,33,56.0,2023-06-19,6.54,18,25000
1785,33,190.0,2023-06-14,7.38,27,27200
1786,33,110.0,2023-06-06,9.48,25,33700
1787,33,,2023-05-11,8.02,32,29200
1788,33,154.0,2023-08-13,1.57,7,9600
1789,33,69.0,2023-10-07,6.57,30,25100
1790,33,52.0,2023-05-24,4.17,8,17400
1791,33,51.0,2023-04-23,8.54,19,30200
1792,33,117.0,2023-07-24,6.6,14,25100
1793,33,52.0,2023-05-04,4.13,13,17200
1794,33,95.0,2023-05-02,3.15,8,14100
1795,33,98.0,2023-01-22,4.47,21,18000
1796,33,46.0,2023-05-11,6.53,21,24900
1797,33,133.0,2023-10-27,9.29,26,33100
1798,33,189.0,2023-10-03,2.3,6,12300
1799,33,176.0,2023-02-11,6.43,18,24600
1800,33,19.0,2023-07-09,4.29,10,17800
1801,33,109.0,2023-02-22,9.45,32,33800
1802,33,110.0,2023-11-24,9.86,22,35000
1803,34,22.0,2023-10-11,9.43,36,33200
1804,34,92.0,2023-07-11,2.99,9,13400
1805,34,29.0,2023-04-17,7.1,29,25800
1806,34,39.0,2023-09-11,6.62,21,24400
1807,34,155.0,2023-09-08,3.13,7,14200
1808,34,106.0,2023-06-02,3.88,18,16500
